Map	Speaker	Dialogue
Bedroom Gany_Event6_Page2	Atlas	Isn't that what I've been doing, the entire time?
Bedroom Gany_Event6_Page2	Daphne	You know how it is.
Bedroom Gany_Event6_Page2	Daphne	It's the climax that counts!
Bedroom Gany_Event6_Page2	Atlas	Right.
Bedroom Gany_Event6_Page2	Atlas	Let's go.
Bedroom Daphne_Event1_Page1	Daphne	Looking for something specific?
Bedroom Daphne_Event1_Page1	Ganymede	Huh?
Bedroom Daphne_Event1_Page1	Daphne	I didn't expect you to be so interested in a girl's room.
Bedroom Daphne_Event1_Page1	Ganymede	Sorry.
Bedroom Daphne_Event1_Page1	Ganymede	Guess I took the wrong door.
Bedroom Daphne_Event2_Page2	Atlas	Welcome back.
Bedroom Daphne_Event2_Page2	Daphne	Atlas?
Bedroom Daphne_Event2_Page2	Atlas	Daphne.
Bedroom Daphne_Event2_Page2	Atlas	How's your back?
Bedroom Daphne_Event2_Page2	Daphne	Hurts like hell.
Bedroom Daphne_Event2_Page2	Atlas	They got the bullet out.
Bedroom Daphne_Event2_Page2	Atlas	One of your kidneys, though...
Bedroom Daphne_Event2_Page2	Atlas	Let's just say I wouldn't rely on it, if I were you.
Bedroom Daphne_Event2_Page2	Daphne	Funny...
Bedroom Daphne_Event2_Page2	Daphne	I wanted to say the same thing about you.
Bedroom Daphne_Event2_Page2	Atlas	You brought this on yourself, you know.
Bedroom Daphne_Event2_Page2	Daphne	Yeah.
Bedroom Daphne_Event2_Page2	Daphne	By trusting you, for starters.
Bedroom Daphne_Event2_Page2	Daphne	So?
Bedroom Daphne_Event2_Page2	Daphne	What's the verdict?
Bedroom Daphne_Event2_Page2	Atlas	Well...
Bedroom Daphne_Event2_Page2	Atlas	Eury is dead, thanks to you.
Bedroom Daphne_Event2_Page2	Daphne	For the record...
Bedroom Daphne_Event2_Page2	Daphne	That one wasn't planned.
Bedroom Daphne_Event2_Page2	Atlas	If you say so.
Bedroom Daphne_Event2_Page2	Daphne	If she hadn't-
Bedroom Daphne_Event2_Page2	Atlas	You pulled that trigger, Daph.
Bedroom Daphne_Event2_Page2	Atlas	And there's no way to ever take that back.
Bedroom Daphne_Event2_Page2	Daphne	Look who's talking.
Bedroom Daphne_Event2_Page2	Atlas	That's exactly my point.
Bedroom Daphne_Event2_Page2	Atlas	So unless you want to become like me...
Bedroom Daphne_Event2_Page2	Atlas	You better start living with yourself.
Bedroom Daphne_Event2_Page2	Daphne	Honestly, Atlas...
Bedroom Daphne_Event2_Page2	Daphne	Cry me a fucking river.
Bedroom Daphne_Event2_Page2	Atlas	There'll be time for that, don't worry.
Bedroom Daphne_Event2_Page2	Atlas	But first...
Bedroom Daphne_Event2_Page2	Atlas	I've got to deal with you.
Bedroom Daphne_Event2_Page2	Daphne	Oh, I'm sorry.
Bedroom Daphne_Event2_Page2	Daphne	Why don't you get the fuck on with it, then?
Bedroom Daphne_Event2_Page2	Atlas	Ariadne and Ganymede.
Bedroom Daphne_Event2_Page2	Atlas	That was you, wasn't it?
Bedroom Daphne_Event2_Page2	Daphne	Indirectly, yeah.
Bedroom Daphne_Event2_Page2	Atlas	Congratulations.
Bedroom Daphne_Event2_Page2	Daphne	Thanks.
Bedroom Daphne_Event2_Page2	Daphne	But I really didn't do that much.
Bedroom Daphne_Event2_Page2	Atlas	On the contrary.
Bedroom Daphne_Event2_Page2	Atlas	Ganymede's already across the border.
Bedroom Daphne_Event2_Page2	Atlas	Coupled with Icarus being KIA...
Bedroom Daphne_Event2_Page2	Atlas	That's three CoExA agents dead and one in custody.
Bedroom Daphne_Event2_Page2	Daphne	Not a bad yield for three days.
Bedroom Daphne_Event2_Page2	Atlas	Yeah.
Bedroom Daphne_Event2_Page2	Atlas	I bet Hyperion will be very proud of you.
Bedroom Daphne_Event2_Page2	Daphne	And you?
Bedroom Daphne_Event2_Page2	Atlas	A bit of a mixed bag.
Bedroom Daphne_Event2_Page2	Atlas	On one hand, I'd very much like to strangle you, right now.
Bedroom Daphne_Event2_Page2	Atlas	But then again...
Bedroom Daphne_Event2_Page2	Atlas	I won't need to worry about abusing you, ever again.
Bedroom Daphne_Event2_Page2	Daphne	Adorable.
Bedroom Daphne_Event2_Page2	Daphne	A shame you've got to trade me in for Gany, so soon.
Bedroom Daphne_Event2_Page2	Atlas	We won't.
Bedroom Daphne_Event2_Page2	Daphne	Huh?
Bedroom Daphne_Event2_Page2	Atlas	Gany's staying.
Bedroom Daphne_Event2_Page2	Daphne	Orpheus knows about this?
Bedroom Daphne_Event2_Page2	Atlas	Yup.
Bedroom Daphne_Event2_Page2	Daphne	He's gonna let his own brother rot away in Ionia?
Bedroom Daphne_Event2_Page2	Atlas	If that's how you like to see it.
Bedroom Daphne_Event2_Page2	Daphne	Wow.
Bedroom Daphne_Event2_Page2	Daphne	I always knew you were a sadistic piece of shit.
Bedroom Daphne_Event2_Page2	Daphne	But this takes the bloody cake!
Bedroom Daphne_Event2_Page2	Atlas	Don't misunderstand me.
Bedroom Daphne_Event2_Page2	Atlas	When I said I'd abuse you...
Bedroom Daphne_Event2_Page2	Atlas	I didn't mean emotionally.
Bedroom Daphne_Event2_Page2	Atlas	Not like I wouldn't enjoy it, of course.
Bedroom Daphne_Event2_Page2	Atlas	But ultimately...
Bedroom Daphne_Event2_Page2	Atlas	Someone needs to keep a watch on our friend.
Bedroom Daphne_Event2_Page2	Daphne	Ganymede's a plant, isn't he?
Bedroom Daphne_Event2_Page2	Atlas	That's right.
Bedroom Daphne_Event2_Page2	Daphne	Why?
Bedroom Daphne_Event2_Page2	Atlas	To cover you.
Bedroom Daphne_Event2_Page2	Atlas	And the story you'll tell them.
Bedroom Daphne_Event2_Page2	Daphne	Alright.
Bedroom Daphne_Event2_Page2	Daphne	Let's hear it.
Bedroom Daphne_Event2_Page3	Daphne	You're out of your mind if you think I'm helping you with that!
Bedroom Daphne_Event2_Page3	Atlas	It's up to you, ultimately.
Bedroom Daphne_Event2_Page3	Daphne	But?
Bedroom Daphne_Event2_Page3	Atlas	Hermingrad.
Bedroom Daphne_Event2_Page3	Daphne	Atlas...
Bedroom Daphne_Event2_Page3	Daphne	You promised!
Bedroom Daphne_Event2_Page3	Atlas	As I said...
Bedroom Daphne_Event2_Page3	Atlas	No more qualms.
Bedroom Daphne_Event2_Page3	Atlas	You hurt me, Daph.
Bedroom Daphne_Event2_Page3	Atlas	And you broke my trust.
Bedroom Daphne_Event2_Page3	Atlas	So from now on...
Bedroom Daphne_Event2_Page3	Atlas	You're nothing but a chess piece to me.
Bedroom Daphne_Event2_Page3	Atlas	I will use you.
Bedroom Daphne_Event2_Page3	Atlas	And abuse you.
Bedroom Daphne_Event2_Page3	Atlas	Until there's nothing left of you but dust.
Icarus Bedroom_Event1_Page1	Atlas	You okay?
Icarus Bedroom_Event1_Page1	Ganymede	Yeah.
Icarus Bedroom_Event1_Page1	Atlas	Good.
Icarus Bedroom_Event1_Page1	Atlas	Want to go first?
Icarus Bedroom_Event1_Page1	Ganymede	Mhm.
Icarus Bedroom_Event1_Page1	Ganymede	Just...
Icarus Bedroom_Event1_Page1	Ganymede	Give me a second.
Icarus Bedroom_Event1_Page1	Atlas	Take your time.
Icarus Bedroom_Event1_Page2	Atlas	Do yourself a favour.
Icarus Bedroom_Event1_Page2	Atlas	Don't rush it.
ATOPIA_Event1_Page1	Timotej Stojanov	Hm...
ATOPIA_Event1_Page1	Timotej Stojanov	Where's mum and dad?
ATOPIA_Event1_Page1	Timotej Stojanov	Was that the door?
ATOPIA_Event1_Page3	Timotej Stojanov	Hm...
ATOPIA_Event1_Page3	Timotej Stojanov	Something's different.
ATOPIA_Event1_Page3	Timotej Stojanov	Huh?
ATOPIA_Event1_Page3	Timotej Stojanov	What's that noise?
ATOPIA_Event1_Page5	Timotej Stojanov	Come on.
ATOPIA_Event1_Page5	Timotej Stojanov	There you are.
ATOPIA_Event2_Page1	Timotej Stojanov	Hello?
ATOPIA_Event2_Page1	Timotej Stojanov	Someone there?
ATOPIA_Event2_Page1	Timotej Stojanov	Show yourself already!
ATOPIA_Event2_Page1	Timotej Stojanov	It's okay.
ATOPIA_Event2_Page1	Timotej Stojanov	You're safe now.
ATOPIA_Event2_Page1	Timotej Stojanov	Who is it!?
ATOPIA_Event2_Page1	Timotej Stojanov	It's me, Gany.
ATOPIA_Event2_Page2	Timotej Stojanov	What are you waiting for?
ATOPIA_Event2_Page2	Timotej Stojanov	I know you're there.
ATOPIA_Event2_Page2	Timotej Stojanov	Here we go.
ATOPIA_Event2_Page2	Timotej Stojanov	...
ATOPIA_Event2_Page3	Timotej Stojanov	Not this time.
ATOPIA_Event2_Page3	Ganymede	Finally.
ATOPIA_Event2_Page3	Ganymede	Yo!
ATOPIA_Event2_Page3	Ganymede	You there?
ATOPIA_Event2_Page3	Ganymede	Sorry.
ATOPIA_Event2_Page3	Ganymede	Trick question!
ATOPIA_Event2_Page3	Ganymede	But I'm glad you can hear me!
ATOPIA_Event2_Page3	Ganymede	Shit...
ATOPIA_Event2_Page3	Ganymede	She's breaking through.
ATOPIA_Event2_Page3	Ganymede	I don't know how long I can keep this up.
ATOPIA_Event2_Page3	Ganymede	So I'll make this quick.
ATOPIA_Event2_Page3	Ganymede	It's important that we talk.
ATOPIA_Event2_Page3	Ganymede	And soon.
ATOPIA_Event2_Page3	Ganymede	So please, whatever happens...
ATOPIA_Event2_Page3	Ganymede	Don't leave, just yet.
ATOPIA_Event2_Page4	Timotej Stojanov	Not this time.
ATOPIA_Event2_Page4	Ganymede	Finally.
ATOPIA_Event2_Page4	Ganymede	Yo!
ATOPIA_Event2_Page4	Ganymede	You there?
ATOPIA_Event2_Page4	Ganymede	Sorry.
ATOPIA_Event2_Page4	Ganymede	That was a trick question.
ATOPIA_Event2_Page4	Ganymede	But I'm glad you can hear me!
ATOPIA_Event2_Page4	Ganymede	Shit...
ATOPIA_Event2_Page4	Ganymede	She's already breaking through.
ATOPIA_Event2_Page4	Ganymede	I don't know how long I can keep this up.
ATOPIA_Event2_Page4	Ganymede	So I'll make this quick.
ATOPIA_Event2_Page4	Ganymede	It's important that we talk.
ATOPIA_Event2_Page4	Ganymede	And since this is as good an opportunity as any...
ATOPIA_Event2_Page4	Ganymede	I might just try and see if this works.
ATOPIA_Event2_Page4	Ganymede	Alright, here we go!
ATOPIA_Event2_Page4	Ganymede	Much better.
ATOPIA_Event2_Page4	Ganymede	Okay, so here's the deal...
ATOPIA_Event2_Page4	Ganymede	I bought us around two and a half minutes.
ATOPIA_Event2_Page4	Ganymede	Enough for a little chat!
ATOPIA_Event2_Page4	Ganymede	When the music stops...
ATOPIA_Event2_Page4	Ganymede	I'll probably wake up.
ATOPIA_Event2_Page4	Ganymede	Until then, I'll answer your questions.
ATOPIA_Event2_Page4	Ganymede	So go ahead.
ATOPIA_Event2_Page4	Ganymede	Ask away.
ATOPIA_Event2_Page4	Ganymede	Alright.
ATOPIA_Event2_Page4	Ganymede	Looks like we're out of time.
ATOPIA_Event2_Page4	Ganymede	It was fun, though.
ATOPIA_Event2_Page4	Ganymede	And I hope we can do it again!
ATOPIA_Event2_Page4	Ganymede	Bit of an open question, isn't it?
ATOPIA_Event2_Page4	Ganymede	And honestly, I think you're a better judge than me.
ATOPIA_Event2_Page4	Ganymede	Right, right.
ATOPIA_Event2_Page4	Ganymede	I don't have to pull that kind of shit with you, I forgot.
ATOPIA_Event2_Page4	Ganymede	After all, you can't harm me... right?
ATOPIA_Event2_Page4	Ganymede	There's a barrier between us.
ATOPIA_Event2_Page4	Ganymede	Some might say I'm fiction.
ATOPIA_Event2_Page4	Ganymede	Then again, what are you to me?
ATOPIA_Event2_Page4	Ganymede	Hm, I've been wondering about that, too.
ATOPIA_Event2_Page4	Ganymede	Probably a place I created.
ATOPIA_Event2_Page4	Ganymede	Another level in an unending amount of layers.
ATOPIA_Event2_Page4	Ganymede	It's a bit hard to comprehend, isn't it?
ATOPIA_Event2_Page4	Ganymede	That's why we like to put things into boxes, I guess.
ATOPIA_Event2_Page4	Ganymede	Uhm...
ATOPIA_Event2_Page4	Ganymede	I guess so.
ATOPIA_Event2_Page4	Ganymede	No hard feelings, though.
ATOPIA_Event2_Page4	Ganymede	She's just playing her part.
ATOPIA_Event2_Page4	Ganymede	And I'm playing mine.
ATOPIA_Event2_Page4	Ganymede	It's funny, really.
ATOPIA_Event2_Page4	Ganymede	Knowing you have no control about it...
ATOPIA_Event2_Page4	Ganymede	Can make things a lot more bearable.
ATOPIA_Event2_Page4	Ganymede	Aww!
ATOPIA_Event2_Page4	Ganymede	Or we can just stare at each other until our time is up.
ATOPIA_Event2_Page4	Ganymede	But who am I kidding.
ATOPIA_Event2_Page4	Ganymede	Maybe I'm just talking to myself, after all.
ATOPIA_Event2_Page4	Ganymede	Really?
ATOPIA_Event2_Page4	Ganymede	You wanna leave, already?
Custom's Office (Checkpoint)_Event1_Page1	Andrej Kovalenko	A license for trading in wine apparently does not encompass sparkling types.
Custom's Office (Checkpoint)_Event1_Page1	Andrej Kovalenko	Would someone please end my misery?
Custom's Office (Checkpoint)_Event1_Page2	Andrej Kovalenko	You can't make this stuff up...
Custom's Office (Checkpoint)_Event2_Page1	Dajana Martínek	Good day to you!
Custom's Office (Checkpoint)_Event2_Page1	Dajana Martínek	How may I help?
Custom's Office (Checkpoint)_Event2_Page1	Atlas	I'd like to inquire about the status of a request me and my companions filed earlier.
Custom's Office (Checkpoint)_Event2_Page1	Dajana Martínek	Certainly!
Custom's Office (Checkpoint)_Event2_Page1	Dajana Martínek	Your name, if you'd be so kind?
Custom's Office (Checkpoint)_Event2_Page1	Atlas	Julius Gaston.
Custom's Office (Checkpoint)_Event2_Page1	Dajana Martínek	Let's see...
Custom's Office (Checkpoint)_Event2_Page1	Dajana Martínek	There doesn't seem to be anything here.
Custom's Office (Checkpoint)_Event2_Page1	Dajana Martínek	I'll be right back.
Custom's Office (Checkpoint)_Event2_Page1	Dajana Martínek	I'm afraid there's no record of any requests under that name.
Custom's Office (Checkpoint)_Event2_Page1	Dajana Martínek	Are you sure that you were the one who filed it?
Custom's Office (Checkpoint)_Event2_Page1	Atlas	Absolutely.
Custom's Office (Checkpoint)_Event2_Page1	Atlas	Thank you for the effort, anyway.
Custom's Office (Checkpoint)_Event2_Page1	Dajana Martínek	Wait, please!
Custom's Office (Checkpoint)_Event2_Page1	Dajana Martínek	It's a long shot...
Custom's Office (Checkpoint)_Event2_Page1	Dajana Martínek	But I could check the archives, if you want.
Custom's Office (Checkpoint)_Event2_Page1	Dajana Martínek	We've had a lot of commotion lately and might have put it there by accident.
Custom's Office (Checkpoint)_Event2_Page1	Atlas	That would be very forthcoming, thank you.
Custom's Office (Checkpoint)_Event2_Page1	Dajana Martínek	I'll be right back!
Custom's Office (Checkpoint)_Event2_Page1	Dajana Martínek	Unfortunately, there doesn't seem to be any sign of the request there, either...
Custom's Office (Checkpoint)_Event2_Page1	Dajana Martínek	I'm very sorry!
Custom's Office (Checkpoint)_Event2_Page1	Atlas	There's no need.
Custom's Office (Checkpoint)_Event2_Page1	Atlas	Thank you, once more, for your dedication.
Custom's Office (Checkpoint)_Event2_Page1	Atlas	Have a nice day.
Custom's Office (Checkpoint)_Event2_Page1	Dajana Martínek	Y-you too!
Custom's Office (Checkpoint)_Event2_Page2	Dajana Martínek	Sorry I couldn't help you!
Custom's Office (Checkpoint)_Event3_Page1	Nikoleta Kádár	Salutations, Mister!
Custom's Office (Checkpoint)_Event3_Page1	Nikoleta Kádár	How can I help you?
Custom's Office (Checkpoint)_Event3_Page1	Atlas	We've been told we'd need a visa to enter Trachi.
Custom's Office (Checkpoint)_Event3_Page1	Nikoleta Kádár	Quite right!
Custom's Office (Checkpoint)_Event3_Page1	Nikoleta Kádár	If you're not a citizen, that is!
Custom's Office (Checkpoint)_Event3_Page1	Nikoleta Kádár	I just need each of you to fill out these forms here and here...
Custom's Office (Checkpoint)_Event3_Page1	Nikoleta Kádár	Coupled with appendices 4 and 5.
Custom's Office (Checkpoint)_Event3_Page1	Ganymede	All thirteen pages?
Custom's Office (Checkpoint)_Event3_Page1	Nikoleta Kádár	As you said it.
Custom's Office (Checkpoint)_Event3_Page1	Nikoleta Kádár	Feel free to take a seat over there, if you want.
Custom's Office (Checkpoint)_Event3_Page1	Nikoleta Kádár	Fifteen minutes later...
Custom's Office (Checkpoint)_Event3_Page1	Ganymede	"Were you ever convicted?" "What does the insignia of Trachi depict?" "Underscore the prime numbers in the following list." Is there a system to these questions, at all?
Custom's Office (Checkpoint)_Event3_Page1	Daphne	Apart from trying to provoke a killing spree, you mean?
Custom's Office (Checkpoint)_Event3_Page1	Ganymede	It's deliberate, isn't it?
Custom's Office (Checkpoint)_Event3_Page1	Atlas	You saw the queue at the gates, didn't you?
Custom's Office (Checkpoint)_Event3_Page1	Ganymede	So they're trying to filtering people with this?
Custom's Office (Checkpoint)_Event3_Page1	Atlas	And delay the others.
Custom's Office (Checkpoint)_Event3_Page1	Ganymede	Why?
Custom's Office (Checkpoint)_Event3_Page1	Atlas	Beats me.
Custom's Office (Checkpoint)_Event3_Page1	Ganymede	If they shut the gates...
Custom's Office (Checkpoint)_Event3_Page1	Ganymede	They'd violate the treaty, right?
Custom's Office (Checkpoint)_Event3_Page1	Atlas	Correct.
Custom's Office (Checkpoint)_Event3_Page1	Atlas	But we shouldn't jump to conclusions.
Custom's Office (Checkpoint)_Event3_Page1	Atlas	Let's focus on the task ahead.
Custom's Office (Checkpoint)_Event3_Page1	Atlas	Half an hour later...
Custom's Office (Checkpoint)_Event3_Page1	Daphne	Permission to speak.
Custom's Office (Checkpoint)_Event3_Page1	Atlas	If you have to.
Custom's Office (Checkpoint)_Event3_Page1	Daphne	As soon as we're inside the city...
Custom's Office (Checkpoint)_Event3_Page1	Daphne	I'll find the clerk responsible for this questionnaire.
Custom's Office (Checkpoint)_Event3_Page1	Daphne	And once I do...
Custom's Office (Checkpoint)_Event3_Page1	Daphne	I'll take his stupid forms and shove them so far up his bureaucratic b-
Custom's Office (Checkpoint)_Event3_Page1	Atlas	You've made your point.
Custom's Office (Checkpoint)_Event3_Page1	Daphne	If they're so keen on cooperating, why pull a stunt like this?
Custom's Office (Checkpoint)_Event3_Page1	Atlas	Either way, musing on it won't help.
Custom's Office (Checkpoint)_Event3_Page1	Atlas	Another fifteen minutes pass...
Custom's Office (Checkpoint)_Event3_Page1	Ganymede	I feel personally violated.
Custom's Office (Checkpoint)_Event3_Page1	Daphne	And utterly exhausted, at that.
Custom's Office (Checkpoint)_Event3_Page2	Nikoleta Kádár	Hello again!
Custom's Office (Checkpoint)_Event3_Page2	Atlas	There you go.
Custom's Office (Checkpoint)_Event3_Page2	Nikoleta Kádár	Wonderful!
Custom's Office (Checkpoint)_Event3_Page2	Atlas	We're a bit short on time, I'm afraid...
Custom's Office (Checkpoint)_Event3_Page2	Atlas	And would really appreciate if there are no further delays.
Custom's Office (Checkpoint)_Event3_Page2	Nikoleta Kádár	Apologies for the inconvenience.
Custom's Office (Checkpoint)_Event3_Page2	Nikoleta Kádár	Verification should only take a moment.
